Event_name,Location,Depth,Magnitude
C021178A,-30.41 -177.12,33.0,5.5
B021178B,-30.44 -177.46,33.0,5.7
B021178C,13.16 50.95,33.0,5.3
B021278A,-8.67 124.05,106.0,5.8
B021378A,-30.02 -179.29,331.0,5.3
B021678A,5.47 -77.71,24.0,5.5
B021678B,-3.39 128.70,33.0,5.5
B021778A,-55.52 -125.19,33.0,5.8
B021778B,-28.57 -71.02,55.0,5.7
B021978A,-3.86 129.01,90.0,5.8
B021978B,13.68 -90.69,74.0,5.1
B021978C,-20.91 -178.75,605.0,5.4
B021978D,-40.11 -91.20,33.0,5.6
C022078A,38.79 141.95,60.0,6.1
B022078B,-7.04 128.90,33.0,5.6
B022178B,-5.00 125.23,531.0,5.6
B022278A,14.25 -91.38,100.0,5.7
B022278B,29.34 130.54,60.0,5.9
B022278C,-22.70 -176.21,85.0,5.6
B022378A,23.09 94.72,105.0,5.1
B022478A,-4.61 -12.37,10.0,5.5
B022578A,-4.19 152.83,43.0,5.4
B022578B,-9.66 117.11,33.0,5.6
B022678A,49.31 155.64,44.0,5.3
B022678B,-26.62 -114.56,33.0,5.9
B022778A,-53.80 140.80,10.0,5.3
B030178A,34.79 141.73,32.0,5.4
B030278A,55.07 164.63,33.0,5.4
B030378A,55.10 164.76,33.0,5.5
B030478A,-21.89 -174.85,33.0,5.7
B030478B,-4.66 153.10,78.0,6.2
B030578A,2.72 -95.41,33.0,4.8
B030678A,-35.52 -102.59,33.0,5.4
B030678B,-4.93 151.76,99.0,5.5
B030678C,38.25 133.97,417.0,5.1
C030778A,31.96 137.61,442.0,6.9
B030778B,-55.63 -27.72,33.0,5.5
B030778C,-56.45 -25.59,33.0,5.4
B030778D,34.50 25.26,42.0,5.4
B030778E,-56.51 -25.64,33.0,5.7
B030978A,-20.89 -179.79,672.0,5.2
B031078A,-56.71 -25.39,33.0,5.7
B031178A,1.75 126.01,63.0,5.7
B031178B,-10.86 119.11,33.0,5.5
B031178C,38.10 16.03,33.0,5.6
B031278A,41.92 79.97,18.0,5.3
B031278B,-30.68 -178.14,37.0,5.5
B031478A,6.14 126.89,82.0,5.5
B031478B,24.07 122.64,43.0,5.5
B031578B,-9.62 116.41,94.0,5.4
B031578A,26.42 140.56,263.0,6.1
B031678A,29.93 66.30,33.0,5.3
B031778A,-22.89 -175.36,33.0,5.7
B031878A,-38.20 -93.77,33.0,5.6
C031978A,17.03 -99.74,36.0,5.8
B031978B,-1.48 -15.61,33.0,5.4
B032078A,36.05 139.68,66.0,5.7
B032078B,0.83 -29.82,33.0,5.7
B032078C,0.77 -29.69,33.0,5.7
B032178A,17.11 122.41,43.0,5.3
C032278A,46.03 149.00,33.0,6.3
C032278B,44.14 149.03,33.0,6.0
C032378B,44.21 148.97,46.0,6.1
C032378C,44.93 148.44,33.0,6.4
B032378E,44.32 149.06,48.0,5.7
C032378D,44.34 149.74,33.0,6.0
B032378A,-24.78 -179.90,475.0,5.5
C032478C,29.80 -67.40,20.0,6.1
Z032478A,44.24 148.86,33.0,6.5
B032478B,42.84 78.61,33.0,6.2
B032578B,44.05 148.71,46.0,5.4
B032578A,-21.03 -178.84,595.0,5.7
B032578C,43.77 148.45,47.0,5.6
B032778A,-8.58 125.10,69.0,5.9
B032778B,-5.23 127.35,381.0,5.2
B032878A,48.76 154.92,53.0,5.7
B032978A,-6.05 148.60,64.0,5.4
B032978B,-19.64 169.12,94.0,5.9
B032978C,-21.76 -174.01,33.0,5.4
B033178A,61.77 -151.41,90.0,5.1
B033178B,-6.50 154.88,44.0,5.4
B040278A,-61.30 154.78,33.0,5.3
B040278B,-19.07 -69.28,86.0,5.3
B040378A,-52.22 114.66,33.0,5.4
C040378B,-4.85 133.92,33.0,6.2
B040378C,-35.78 -100.81,33.0,5.1
B040478A,33.03 82.29,27.0,5.6
B040478B,6.78 123.78,43.0,5.6
B040478C,10.04 -77.95,35.0,5.8
B040578A,39.64 144.45,30.0,5.4
B040678A,35.21 141.03,31.0,5.6
C041078A,-11.36 116.69,33.0,6.7
B041178A,-9.46 148.94,13.0,5.9
B041178B,-19.49 -173.76,33.0,5.6
C041278A,56.42 -152.69,14.0,6.0
B041278B,-5.46 131.14,72.0,5.3
B041378A,3.31 127.76,98.0,5.5
B041478A,41.13 75.42,33.0,5.1
B041578B,-16.47 -73.51,50.0,5.3
B041578A,38.39 15.07,14.0,5.5
B041878A,-25.21 178.41,566.0,5.6
C041878B,5.14 127.41,128.0,6.0
B042078A,46.78 151.90,96.0,5.5
B042178A,36.62 71.27,227.0,5.9
B042278A,41.96 85.87,20.0,5.3
B042478A,51.65 -176.09,53.0,5.2
B042478B,-21.27 -174.38,33.0,5.4
B042578A,6.41 123.99,33.0,5.4
B042578B,4.72 124.59,43.0,5.9
B042578C,-2.81 138.96,45.0,5.5
B042878A,11.90 -72.62,62.0,5.2
B042978A,-5.85 103.97,50.0,5.8
B042978B,-9.85 160.45,46.0,6.2
B042978C,24.66 122.72,18.0,5.4
B050178A,-19.25 -177.50,578.0,5.5
B050178B,-9.30 124.91,53.0,5.5
B050278A,-58.28 -25.79,73.0,5.8
B050378A,3.57 127.25,43.0,5.7
B050378B,-21.40 -177.40,319.0,5.4
B050378C,-20.26 -177.90,516.0,5.2
B050478A,-10.24 117.02,35.0,5.5
B050678A,29.84 66.21,33.0,5.5
B050978A,-22.00 -174.48,33.0,5.4
B051078A,27.80 139.73,493.0,5.0
B051078B,37.32 141.78,40.0,5.5
B051178A,51.67 -176.10,59.0,5.6
B051178B,61.31 -27.36,10.0,4.8
B051178C,13.92 -92.20,59.0,4.9
B051278A,62.25 -149.40,67.0,5.1
B051278B,36.26 141.40,37.0,5.3
C051378A,-14.52 167.32,160.0,6.7
B051378B,-15.24 -173.39,33.0,5.4
B051478A,-61.50 154.34,33.0,5.2
B051478B,-56.77 -25.52,33.0,5.4
B051678A,40.99 141.26,32.0,5.7
B051678B,41.00 141.26,23.0,5.8
B051778A,-17.98 -178.42,593.0,5.1
B051778B,-20.16 -173.73,77.0,5.3
B051878A,-20.07 169.15,67.0,5.3
B051878B,-22.96 -179.98,549.0,5.3
B051878C,40.67 122.53,33.0,5.4
B051878D,-37.42 51.41,33.0,4.9
B052078A,-3.48 69.70,33.0,5.3
B052078B,-10.23 -78.52,50.0,5.6
B052278A,31.83 56.18,34.0,5.0
B052278B,43.44 139.03,31.0,5.6
B052278C,-54.85 0.89,33.0,5.6
B052278D,-14.74 -177.63,330.0,5.2
B052378C,-0.76 127.37,41.0,5.9
C052378A,31.06 130.14,161.0,6.3
B052378D,-53.15 -118.35,33.0,5.0
B052378E,42.74 144.70,78.0,5.6
B052378F,-52.91 -118.55,33.0,4.9
B052378B,40.76 23.27,10.0,5.7
B052478B,23.79 65.40,30.0,5.1
B052478A,51.23 -179.21,25.0,6.0
B052578A,-0.09 125.24,54.0,5.5
B052678B,-20.86 168.59,33.0,5.5
B052678C,41.96 46.55,38.0,5.6
C052678A,24.27 142.66,33.0,5.8
B052778A,24.23 142.82,33.0,5.4
B052978A,-1.84 139.12,15.0,5.6
B052978B,17.69 -61.57,46.0,5.2
C052978C,-44.86 -79.41,33.0,5.5
B053078A,11.05 57.33,33.0,5.3
C053178A,12.77 -87.16,76.0,5.4
B060278A,-1.05 146.45,22.0,5.9
B060378A,35.10 132.60,4.0,5.2
B060478B,19.30 121.22,48.0,5.2
B060478A,40.38 63.61,33.0,6.0
B060578A,60.15 160.30,33.0,5.1
B060678A,51.18 157.64,66.0,5.4
B060778A,6.34 94.15,33.0,5.0
B060778B,-23.64 -67.80,114.0,5.3
B060878A,29.59 141.16,66.0,5.3
B061078A,-6.10 114.24,520.0,5.5
B061178B,4.70 126.61,78.0,5.6
B061178C,-15.26 -173.56,33.0,5.6
C061178A,49.26 -129.50,10.0,5.3
B061278B,-5.12 102.81,33.0,5.7
C061278A,38.19 142.03,44.0,6.8
B061378A,-13.37 -111.34,33.0,4.8
B061478B,38.32 142.36,40.0,6.0
Z061478A,8.25 122.40,24.0,6.1
B061478C,8.24 122.38,79.0,5.9
B061578B,43.35 135.37,375.0,5.2
B061578C,6.14 -82.66,33.0,5.3
B061578A,-7.29 128.89,155.0,5.8
B061578D,37.97 141.80,42.0,5.4
B061678B,38.17 143.26,34.0,5.5
C061678A,7.86 126.32,139.0,6.0
B061778C,-36.06 -100.63,33.0,5.1
D061778B,-17.10 -172.26,33.0,6.6
B061778A,-23.07 -179.59,523.0,5.6
B061978A,40.75 23.22,10.0,5.3
B062078A,40.78 23.24,3.0,6.1
B062178B,38.33 141.76,52.0,5.7
B062178A,48.31 148.61,377.0,5.9
B062278A,8.51 126.64,59.0,5.5
B062278B,1.14 -27.71,33.0,5.2
B062478A,-15.00 167.27,122.0,5.5
C062478B,-5.06 102.36,33.0,6.0
B062578A,-17.11 -174.43,159.0,5.5
B062778A,-56.32 146.62,33.0,5.1
B062778B,-17.10 -172.53,33.0,5.2
B062778C,37.15 142.80,35.0,5.7
B062878A,-35.47 -104.77,33.0,4.8
B062878B,13.92 120.68,168.0,5.4
B062878C,-27.54 -70.10,82.0,5.3
B062978A,-20.26 168.17,33.0,5.6
B063078A,-56.47 -27.06,120.0,5.5
B070178A,9.32 -78.48,92.0,5.3
C070278A,-15.33 -175.49,25.0,5.9
B070378A,-63.20 169.67,33.0,5.5
B070478A,32.66 131.12,118.0,5.7
B070578A,18.49 -100.01,62.0,5.6
B070878A,0.56 126.20,41.0,5.8
B070878B,-16.74 -172.71,33.0,5.1
B070978A,-15.78 178.69,33.0,5.4
B071078A,48.79 150.11,342.0,5.1
B071178B,52.77 -132.10,10.0,5.4
B071178A,-7.89 -71.42,645.0,5.8
B071378A,52.24 -168.82,33.0,5.8
B071578A,33.33 141.67,14.0,5.3
B071578B,41.87 142.53,62.0,5.4
B071678A,-6.62 143.79,33.0,5.5
B071778B,-23.64 -179.99,546.0,5.4
C071778A,-14.89 -175.82,292.0,6.0
B071878A,2.22 -97.95,33.0,5.1
B071878B,30.40 137.10,492.0,4.9
B071878C,-6.44 153.16,28.0,5.7
B071978A,56.77 -151.65,33.0,5.7
B072078A,12.15 -86.63,121.0,5.3
B072078B,51.13 175.14,33.0,5.2
B072178A,-5.66 146.12,59.0,5.5
B072278A,-6.55 146.88,24.0,5.2
B072278B,-4.19 152.84,43.0,5.9
C072378A,22.28 121.51,17.0,6.5
B072478A,26.73 -88.74,33.0,4.9
B072478B,-6.15 150.99,33.0,5.2
C072478C,-20.67 172.50,37.0,5.7
B072778A,-15.58 -173.04,33.0,5.7
B072878A,-18.82 169.00,205.0,5.3
B072878B,-10.07 121.69,53.0,5.4
B073178A,35.47 82.00,33.0,5.0
B080178A,-15.29 -173.33,33.0,5.3
B080278A,-1.71 138.64,40.0,5.4
B080278B,20.51 100.58,33.0,5.1
B080278C,7.33 -77.19,33.0,5.0
B080378D,-0.91 84.28,33.0,5.5
B080378C,52.14 96.89,33.0,5.3
B080378A,-15.37 167.48,131.0,5.7
D080378B,-26.51 -70.54,58.0,6.3
C080378E,-0.17 131.80,33.0,5.9
B080478A,19.93 120.45,33.0,5.4
B080478B,-3.48 68.67,33.0,5.4
B080578B,-8.15 118.74,190.0,5.2
B080578C,-3.60 151.01,33.0,5.8
B080578D,-60.84 -56.05,33.0,5.8
B080578A,-3.58 152.29,255.0,5.7
B080578E,-4.02 102.41,48.0,5.9
B080878A,36.59 71.08,220.0,5.2
B080878B,6.96 -72.14,45.0,5.1
B080878C,-12.38 166.45,88.0,5.7
B080978A,-14.88 -176.09,301.0,5.2
B080978B,-20.72 68.58,33.0,5.1
B080978C,15.82 146.63,33.0,5.4
B080978D,-15.44 166.71,23.0,5.6
B080978E,23.51 121.46,22.0,5.2
B081078B,-55.47 -26.06,33.0,5.4
B081078C,-35.86 -17.65,10.0,5.2
B081078D,-16.66 175.67,33.0,5.5
B081078E,-44.57 37.93,33.0,4.9
B081378A,-17.81 -178.35,599.0,5.5
B081378B,34.35 -119.70,10.0,5.5
B081478B,-13.61 65.90,33.0,4.9
B081478C,-59.76 -26.44,98.0,5.6
B081478D,49.87 156.28,86.0,5.8
B081478A,-7.91 146.89,145.0,5.8
B081578A,-29.12 -13.08,33.0,5.2
C081578B,-30.53 -178.18,33.0,6.1
B081578C,19.73 144.40,500.0,5.4
B081778A,-22.17 -179.56,593.0,5.6
B081778B,-21.07 -174.32,20.0,5.7
B081878A,14.37 -91.45,96.0,5.5
B081878B,59.89 -153.53,123.0,5.4
B082078A,16.46 120.49,29.0,5.2
B082178A,-31.27 -67.77,10.0,5.6
C082178B,-47.67 32.54,10.0,5.8
Z082378A,10.20 -85.22,56.0,5.7
B082378B,51.74 176.43,54.0,5.4
B082478A,-15.62 167.74,139.0,5.3
B082678A,-47.13 32.49,33.0,4.7
B082878A,-50.05 163.46,33.0,5.6
B082978A,24.88 125.33,48.0,5.3
B083078A,-15.47 167.48,129.0,5.2
B083078B,-5.88 147.08,76.0,5.4
B083178A,27.64 101.15,35.0,5.1
B090178A,-17.41 168.00,32.0,5.6
B090178B,-30.68 -178.02,17.0,5.6
C090178C,-7.45 156.60,33.0,6.0
B090178D,-52.92 10.56,33.0,5.3
C090278A,24.90 121.99,109.0,6.1
B090378B,44.40 38.05,33.0,5.7
B090378C,48.29 9.01,8.0,4.9
B090378A,49.45 154.36,109.0,5.5
C090678B,-20.14 168.71,36.0,5.5
B090678C,-29.41 -176.73,47.0,5.4
C090678A,-13.32 167.14,198.0,6.0
B090878A,3.95 126.45,46.0,5.4
B090978B,18.55 145.50,188.0,5.2
B090978C,-56.31 -27.66,33.0,5.4
B090978D,-26.54 67.75,33.0,5.4
B090978A,23.04 101.05,14.0,5.1
B091078A,24.12 121.71,15.0,5.4
B091078B,14.27 -91.50,94.0,5.6
B091178A,24.93 124.85,21.0,5.7
B091278A,29.87 129.46,144.0,5.3
B091278B,-4.56 -106.17,33.0,5.2
B091378A,26.40 141.98,22.0,5.2
B091478A,10.84 126.12,68.0,5.5
B091578A,48.25 154.28,44.0,6.0
D091678B,33.39 57.43,33.0,6.5
B091678A,-25.73 -177.95,221.0,5.7
B091878A,-63.02 -157.73,33.0,5.5
B092078A,-5.52 153.81,46.0,5.5
B092278A,-37.61 176.55,186.0,5.4
B092378A,-13.92 167.21,201.0,6.3
B092478A,-23.01 69.26,33.0,5.1
B092478B,-21.95 169.95,43.0,5.0
B092678A,-13.31 167.07,202.0,5.6
B092678B,1.15 120.30,33.0,5.7
B092678C,12.58 143.26,91.0,5.8
B092878B,51.26 159.79,33.0,4.8
B092878A,-19.14 168.98,145.0,5.6
B092978A,18.62 -102.26,96.0,5.5
B093078A,16.60 95.86,10.0,5.5
B093078B,-23.01 -178.92,435.0,5.4
B100178A,6.68 123.98,46.0,5.6
B100278A,45.73 26.48,164.0,5.0
B100478A,46.27 151.72,115.0,5.7
B100478B,37.53 -118.63,9.0,5.4
B100478C,50.93 173.53,33.0,5.3
B100678A,-10.21 118.99,36.0,5.3
B100778A,-20.19 -177.68,501.0,5.1
B100878A,39.39 74.72,62.0,5.8
B100878B,36.02 137.14,250.0,5.3
B101078A,-6.45 147.47,98.0,5.5
B101178A,33.42 140.79,57.0,5.9
B101278A,-15.13 66.78,33.0,4.8
B101278B,-8.94 67.67,33.0,4.9
B101478A,-7.46 112.22,184.0,5.6
B101478B,-4.48 152.90,47.0,5.4
B101578A,-5.58 148.06,154.0,5.8
B101578B,-41.77 -83.58,33.0,5.4
B101678A,45.23 93.68,33.0,5.0
B101678B,-17.75 -178.82,565.0,5.4
B101778A,-20.63 -178.16,550.0,5.4
B101878A,41.21 143.91,33.0,5.5
B101978A,-13.49 167.07,210.0,5.2
B101978B,-21.24 -177.82,395.0,5.3
B101978C,17.04 146.00,107.0,5.3
B102078A,-3.33 150.78,33.0,5.6
B102078B,-4.37 152.01,153.0,5.3
B102178A,41.23 135.47,359.0,5.1
B102278A,15.18 -104.45,33.0,5.2
B102378A,36.48 70.96,185.0,5.6
B102478A,17.93 146.54,71.0,5.4
B102478B,14.56 96.51,33.0,5.0
B102778B,-20.89 -178.67,602.0,5.3
B102778A,-21.91 -65.79,280.0,5.6
B102878A,50.25 155.69,135.0,5.5
B102878B,42.68 144.22,82.0,5.1
B102978A,-5.44 152.01,60.0,5.9
B102978B,-0.08 124.88,71.0,5.5
B103078A,13.88 -91.05,73.0,5.3
B103178A,6.81 123.86,554.0,5.4
B103178B,-27.53 -176.52,33.0,5.3
C110178A,39.35 72.62,40.0,6.2
B110278B,39.33 72.69,27.0,5.3
B110278A,39.41 72.61,46.0,5.4
B110378A,-57.93 -25.48,90.0,5.6
B110378B,20.60 146.33,51.0,5.3
B110478A,37.67 48.90,34.0,6.1
C110478B,-11.23 162.18,33.0,5.8
B110578B,-11.15 162.25,33.0,5.5
B110578C,8.10 -38.55,10.0,5.2
C110578A,-11.13 162.14,33.0,6.3
B110678A,42.23 142.98,63.0,5.3
B110778A,11.54 42.59,33.0,5.3
B110778B,-11.00 162.22,33.0,5.7
B110878A,39.33 72.57,41.0,5.5
B110878B,11.56 42.57,62.0,4.9
B110878C,-28.48 62.36,10.0,5.7
B110978A,-10.81 161.37,29.0,5.3
B111278A,-10.54 161.42,61.0,5.2
B111278B,-54.07 -1.78,33.0,5.3
B111378A,19.84 -76.05,33.0,5.1
B111478A,-15.66 -173.23,33.0,5.4
B111578A,47.89 146.57,29.0,5.9
B111678A,-3.14 135.13,33.0,5.4
B111678B,39.85 -29.77,10.0,5.0
B111778A,-4.43 127.47,274.0,5.3
B111878A,-16.76 -176.91,402.0,5.3
B111978A,-30.25 -177.92,62.0,5.4
B111978B,-7.18 154.81,33.0,5.6
B111978C,52.70 172.48,47.0,5.3
B112278A,1.59 126.43,50.0,5.4
B112278B,8.59 126.04,33.0,5.5
B112378A,-26.18 -177.69,172.0,5.5
B112478A,-27.95 -176.50,32.0,5.2
B112678A,27.99 -111.51,15.0,5.1
B112778A,-57.92 -25.18,52.0,5.6
B112778B,-55.03 -132.11,10.0,4.9
B112778C,-10.85 162.13,33.0,5.9
B112978B,-15.51 168.08,33.0,5.5
B112978C,30.18 -113.96,15.0,5.4
C112978A,16.01 -96.59,18.0,6.4
B120178A,50.93 158.86,42.0,5.5
B120178B,-10.16 161.40,93.0,6.0
B120178C,8.67 122.21,40.0,5.8
B120378A,-4.53 152.29,33.0,5.5
B120478A,-59.55 -26.41,10.0,5.2
B120678B,13.15 -89.64,33.0,5.8
C120678A,44.59 146.58,118.0,6.7
B120978A,45.34 150.11,54.0,5.6
B121078A,28.66 66.52,33.0,4.9
B121078B,-4.56 129.70,33.0,5.7
B121078C,25.61 -109.64,15.0,5.3
B121078D,0.07 124.29,107.0,5.3
B121178B,16.54 -100.03,42.0,5.3
B121178A,-7.07 117.98,463.0,5.9
C121278A,7.33 123.49,33.0,6.2
B121478A,32.14 49.65,33.0,5.7
C121478B,0.54 126.02,60.0,6.0
B121578A,52.11 175.23,47.0,5.6
B121878B,12.99 -88.26,85.0,5.3
B121878C,4.22 95.45,71.0,5.4
B121878D,18.57 145.54,210.0,5.2
Z121878A,-54.48 2.07,10.0,5.4
B121978A,-35.39 -106.62,10.0,5.2
B121978B,11.75 -87.36,32.0,5.3
B122078A,3.87 126.74,33.0,5.7
B122178A,-21.82 -179.50,593.0,5.6
B122178B,-36.29 -72.46,47.0,5.7
B122178C,11.51 43.09,33.0,5.2
B122178D,-11.21 162.58,30.0,5.6
B122378A,-8.25 121.49,33.0,5.8
B122378C,32.49 141.38,21.0,5.5
C122378B,23.25 122.08,33.0,6.6
B122478A,-20.02 -69.82,48.0,5.4
B122478B,63.56 -157.59,33.0,5.0
C122578A,10.37 -103.87,10.0,5.8
B122678A,11.95 141.22,76.0,5.2
B122778B,-56.54 -142.57,10.0,5.1
B122778A,41.11 13.58,390.0,5.6
B122878A,-5.38 154.21,137.0,5.4
B122878B,16.05 -96.48,33.0,5.4
B122978A,-21.36 -174.52,45.0,5.3
B123078A,-59.56 -26.11,33.0,5.3
B010179A,20.89 93.69,61.0,5.3
B010679A,-8.88 -75.73,33.0,5.7
B010679B,18.27 -102.79,32.0,5.2
B010779A,-22.95 -175.46,33.0,5.5
B010779B,-4.40 153.43,98.0,5.4
B010779C,-27.98 -176.60,29.0,5.5
B010879A,-4.17 135.99,33.0,5.5
B011079B,26.61 60.93,33.0,5.6
B011079D,15.93 -96.54,33.0,5.1
B011079A,16.94 -93.54,156.0,5.6
B011079C,26.52 61.01,33.0,5.6
B011179A,-4.08 101.25,32.0,5.7
B011279A,14.29 -91.53,95.0,5.4
B011279B,35.60 -17.19,11.0,5.3
B011379A,-24.31 -67.80,103.0,5.3
B011379B,-35.20 -16.63,10.0,5.2
B011479A,11.69 141.24,49.0,5.1
B011479B,-22.53 -179.30,494.0,5.2
B011479C,29.25 139.55,397.0,4.9
B011479D,6.75 -72.99,164.0,5.1
B011679B,52.50 -167.92,44.0,5.5
C011679A,33.90 59.47,33.0,6.7
C011679C,-45.56 96.18,10.0,5.8
B011779A,-9.51 161.08,93.0,5.7
B011779B,13.45 145.99,61.0,5.2
B011779C,13.41 145.99,55.0,5.5
B011979A,41.54 143.92,17.0,5.5
B012279A,19.21 -64.60,45.0,5.1
B012279B,51.13 175.18,33.0,5.4
B012479A,-6.24 155.23,160.0,5.5
C012579B,-29.94 -177.46,14.0,6.0
B012579C,52.52 -176.04,156.0,5.1
B012579A,60.13 -153.12,105.0,5.5
B012579D,50.50 148.90,575.0,5.4
B012579E,-7.19 120.05,557.0,5.4
C012679A,17.41 -100.88,41.0,5.8
B012679B,17.55 -100.99,39.0,5.4
B012679C,17.49 -101.06,43.0,5.4
B012779A,-30.57 -177.78,33.0,5.5
B012779B,-18.54 168.21,25.0,5.8
B012779C,54.77 -161.25,17.0,6.0
B012879A,11.93 -43.73,22.0,5.8
B012979A,-24.66 179.96,503.0,5.5
B013179A,42.78 131.20,545.0,5.7
B020379A,0.05 126.00,56.0,5.8
B020679A,-25.41 -177.30,96.0,5.4
B020779A,36.48 71.50,123.0,5.2
B020779B,5.21 127.30,129.0,6.2
B020979A,-56.32 -26.89,104.0,5.6
B021179B,10.29 -40.81,10.0,5.4
B021179C,-21.04 173.92,33.0,5.3
B021179D,5.77 124.73,81.0,5.5
B021179E,5.99 125.92,142.0,6.1
B021379C,12.03 -43.90,10.0,5.2
Z021379A,55.45 -157.16,33.0,5.9
B021379B,33.32 57.43,33.0,5.5
B021479A,-15.56 167.57,123.0,5.8
C021679B,-13.63 166.68,60.0,6.2
D021679A,-16.39 -72.66,53.0,6.2
B021679C,-16.50 -72.66,52.0,5.5
B021779A,1.84 125.42,100.0,5.4
B021879A,-6.83 116.13,33.0,5.5
C021879B,-43.43 40.78,10.0,5.3
B021879C,-20.58 -177.83,380.0,5.1
B021979A,5.68 124.70,61.0,5.5
C022079A,40.23 143.70,10.0,6.0
B022179A,40.36 143.69,30.0,5.5
B022279A,19.98 -100.27,51.0,5.3
B022279B,-0.16 -17.72,10.0,5.2
B022279C,27.70 -112.37,15.0,5.3
B022379A,-0.24 132.08,43.0,5.5
B022379B,12.83 124.60,26.0,5.6
B022679A,-8.16 156.38,33.0,5.5
B022779A,-14.97 167.33,110.0,5.6
B022779B,-35.21 -178.10,33.0,5.1
B022879B,17.59 -101.01,54.0,5.1
Z022879A,60.64 -141.59,15.0,6.4
B030179A,0.67 -80.07,33.0,5.6
B030279A,60.37 -140.70,2.0,5.4
B030479A,-3.30 143.37,33.0,5.3
B030479B,-16.56 177.41,33.0,5.2
B030679A,-5.86 145.79,107.0,5.5
C030879A,1.03 120.40,28.0,6.0
C030979A,-9.56 147.96,33.0,5.7
B031079A,7.53 59.61,10.0,5.1
B031079B,51.59 -173.27,33.0,5.0
B031079C,37.31 141.60,46.0,5.4
B031179A,6.75 -73.02,168.0,5.2
B031279A,-56.08 -122.44,10.0,5.4
B031279B,-39.09 46.24,10.0,5.5
B031379A,50.03 -129.71,10.0,5.1
B031379B,49.99 -129.69,10.0,5.4
B031379C,74.75 8.57,10.0,5.0
C031479A,17.81 -101.28,49.0,6.5
B031579C,18.38 -68.67,111.0,4.9
B031579B,101.14 33.0,5.6,6.2
B031579A,34.32 -116.45,10.0,5.5
B031679A,-12.65 166.07,40.0,5.3
B031679B,5.23 96.33,33.0,5.6
B031779A,20.13 121.48,45.0,5.3
B031779B,-3.00 68.08,10.0,5.4
B031879A,17.55 -100.99,33.0,5.4
B031979A,-17.59 -172.84,33.0,5.5
B031979B,-18.11 -172.71,33.0,5.0
B032079A,-36.65 78.68,10.0,5.7
B032079B,-35.68 -71.15,91.0,5.5
B032179A,-7.35 154.43,33.0,5.6
B032179B,10.05 126.12,57.0,5.4
B032379A,-15.21 -174.06,86.0,5.2
B032379B,26.74 -110.81,15.0,5.1
C032379C,17.99 -69.04,80.0,6.1
B032479A,-42.07 171.70,59.0,5.3
B032579A,-4.73 154.15,387.0,5.1
B032779A,-21.61 -179.04,558.0,5.3
B032879A,30.90 49.93,33.0,5.1
B032979A,-24.05 178.55,544.0,5.4
B032979B,83.41 33.0,5.9,5.5
B032979C,32.44 97.26,45.0,5.3
B033079B,-5.39 151.68,69.0,5.4
B033079A,-56.17 -27.25,132.0,5.5
B033079C,-4.17 131.45,33.0,5.6
B033179A,29.18 142.34,55.0,5.6
B040179A,-5.11 130.10,31.0,5.6
B040179B,7.27 123.27,40.0,5.4
B040479A,19.72 123.69,14.0,5.6
B040479B,-30.61 59.88,10.0,5.3
B040679A,41.90 77.54,19.0,5.2
B040779A,41.99 -126.82,15.0,5.5
B040979A,41.96 19.02,10.0,5.3
D041079A,2.96 126.93,37.0,6.6
B041279A,-18.03 -178.14,621.0,5.4
B041279B,-19.58 -11.79,10.0,5.1
B041279C,10.54 122.54,48.0,5.3
B041479B,-35.14 -106.85,10.0,5.4
Z041479A,-36.01 -102.60,10.0,6.1
C041579B,42.04 19.05,4.0,6.1
B041579C,42.32 18.68,10.0,5.7
B041579A,5.68 123.62,549.0,5.9
B041779A,-6.98 129.69,125.0,5.5
B041779B,38.56 73.46,95.0,5.1
B041879A,-24.34 -67.01,147.0,5.4
B041879B,32.38 -41.18,10.0,5.1
B041979A,-1.24 98.13,36.0,5.4
B041979B,-37.95 176.77,33.0,5.1
B041979C,-1.21 98.22,33.0,5.6
B042079A,60.32 -140.87,15.0,5.3
B042279A,32.99 -39.70,10.0,5.7
B042279B,0.08 122.97,79.0,5.9
B042379A,-5.36 154.10,110.0,5.4
B042379B,-16.54 120.18,33.0,5.9
B042379C,31.24 35.46,33.0,5.1
B042379D,-53.00 159.75,10.0,5.6
B042479A,-20.83 -178.69,599.0,6.0
B042479B,41.56 142.07,73.0,5.3
B042479C,-3.64 141.84,52.0,5.6
B042679A,-33.82 -71.90,38.0,5.4
B042879B,-18.32 -174.63,55.0,5.6
B042879C,-19.35 -175.66,243.0,5.3
B042879D,0.54 98.78,72.0,5.8
B042879E,-27.46 -70.95,23.0,5.5
B042879A,1.86 128.27,128.0,5.5
B042979A,-15.35 -178.38,33.0,5.5
B042979B,-22.71 -177.42,209.0,5.4
B050179B,9.33 125.61,23.0,6.0
B050179C,9.45 125.64,42.0,5.3
D050179A,-21.24 169.80,79.0,6.4
B050279A,-30.71 -178.16,42.0,5.8
B050379A,54.13 -35.29,12.0,5.0
B050379B,-32.19 -178.53,54.0,5.4
B050479A,-21.56 -68.28,81.0,5.6
B050579A,-11.05 165.51,33.0,5.5
B050579B,8.36 -70.99,23.0,5.6
B050779A,-6.31 105.96,117.0,5.9
B050879A,-0.39 98.25,35.0,5.4
B050879B,52.84 -168.30,39.0,5.1
B050879C,-8.98 -108.54,10.0,5.2
B051079A,-24.06 -111.94,10.0,5.1
B051279A,11.92 125.99,44.0,5.5
